@relation lottoInfo

@attribute round numeric
@attribute num1 numeric
@attribute num2 numeric
@attribute num3 numeric
@attribute num4 numeric
@attribute num5 numeric
@attribute num6 numeric
@attribute bonusNum numeric
@attribute winningDate numeric

@data
439,17,20,30,31,37,40,25,20110430
438,6,12,20,26,29,38,45,20110423
437,11,16,29,38,41,44,21,20110416
436,9,14,20,22,33,34,28,20110409
435,8,16,26,30,38,45,42,20110402
434,3,13,20,24,33,37,35,20110326
433,19,23,29,33,35,43,27,20110319
432,2,3,5,11,27,39,33,20110312
431,18,22,25,31,38,45,6,20110305
430,1,3,16,18,30,34,44,20110226
429,3,23,28,34,39,42,16,20110219
428,12,16,19,22,37,40,8,20110212
427,6,7,15,24,28,30,21,20110205
426,4,17,18,27,39,43,19,20110129
425,8,10,14,27,33,38,3,20110122
424,10,11,26,31,34,44,30,20110115
423,1,17,27,28,29,40,5,20110108
422,8,15,19,21,34,44,12,20110101
421,6,11,26,27,28,44,30,20101225
420,4,9,10,29,31,34,27,20101218
419,2,11,13,14,28,30,7,20101211
418,11,13,15,26,28,34,31,20101204
417,4,5,14,20,22,43,44,20101127
416,5,6,8,11,22,26,44,20101120
415,7,17,20,26,30,40,24,20101113
414,2,14,15,22,23,44,43,20101106
413,2,9,15,23,34,40,3,20101030
412,4,7,39,41,42,45,40,20101023
411,11,14,22,35,37,39,5,20101016
410,1,3,18,32,40,41,16,20101009
409,6,9,21,31,32,40,38,20101002
408,9,20,21,22,30,37,16,20100925
407,6,7,13,16,24,25,1,20100918
406,7,12,21,24,27,36,45,20100911
405,1,2,10,25,26,44,4,20100904
404,5,20,21,24,33,40,36,20100828
403,10,14,22,24,28,37,26,20100821
402,5,9,15,19,22,36,32,20100814
401,6,12,18,31,38,43,9,20100807
400,9,21,27,34,41,43,2,20100731
399,1,2,9,17,19,42,20,20100724
398,10,15,20,23,42,44,7,20100717
397,12,13,17,22,25,33,8,20100710
396,18,20,31,34,40,45,30,20100703
395,11,15,20,26,31,35,7,20100626
394,1,13,20,22,25,28,15,20100619
393,9,16,28,40,41,43,21,20100612
392,1,3,7,8,24,42,43,20100605
391,10,11,18,22,28,39,30,20100529
390,16,17,28,37,39,40,15,20100522
389,7,16,18,20,23,26,3,20100515
388,1,8,9,17,29,32,45,20100508
387,1,26,31,34,40,43,20,20100501
386,4,7,10,19,31,40,26,20100424
385,7,12,19,21,29,32,9,20100417
384,11,22,24,32,36,38,7,20100410
383,4,15,28,33,37,40,25,20100403
382,10,15,22,24,27,42,19,20100327
381,1,5,10,12,16,20,11,20100320
380,1,2,8,17,26,37,27,20100313
379,6,10,22,31,35,40,19,20100306
378,5,22,29,31,34,39,43,20100227
377,6,22,29,37,43,45,23,20100220
376,1,11,13,24,28,40,7,20100213
375,4,8,19,25,27,45,7,20100206
374,11,13,15,17,25,34,26,20100130
373,15,26,37,42,43,45,9,20100123
372,8,11,14,16,18,21,13,20100116
371,7,9,15,26,27,42,18,20100109
370,16,18,24,42,44,45,17,20100102
369,17,20,35,36,41,43,21,20091226
368,11,21,24,30,39,45,26,20091219
367,3,22,25,29,32,44,19,20091212
366,5,12,19,26,27,44,38,20091205
365,5,15,21,25,26,30,31,20091128
364,2,5,7,14,16,40,4,20091121
363,11,12,14,21,32,38,6,20091114
362,2,3,22,27,30,40,29,20091107
361,5,10,16,24,27,35,33,20091031
360,4,16,23,25,35,40,27,20091024
359,1,10,19,20,24,40,23,20091017
358,1,9,10,12,21,40,37,20091010
357,10,14,18,21,36,37,5,20091003
356,2,8,14,25,29,45,24,20090926
355,5,8,29,30,35,44,38,20090919
354,14,19,36,43,44,45,1,20090912
353,11,16,19,22,29,36,26,20090905
352,5,16,17,20,26,41,24,20090829
351,5,25,27,29,34,36,33,20090822
350,1,8,18,24,29,33,35,20090815
349,5,13,14,20,24,25,36,20090808
348,3,14,17,20,24,31,34,20090801
347,3,8,13,27,32,42,10,20090725
346,5,13,14,22,44,45,33,20090718
345,15,20,23,29,39,42,2,20090711
344,1,2,15,28,34,45,38,20090704
343,1,10,17,29,31,43,15,20090627
342,1,13,14,33,34,43,25,20090620
341,1,8,19,34,39,43,41,20090613
340,18,24,26,29,34,38,32,20090606
339,6,8,14,21,30,37,45,20090530
338,2,13,34,38,42,45,16,20090523
337,1,5,14,18,32,37,4,20090516
336,3,5,20,34,35,44,16,20090509
335,5,9,16,23,26,45,21,20090502
334,13,15,21,29,39,43,33,20090425
333,5,14,27,30,39,43,35,20090418
332,16,17,34,36,42,45,3,20090411
331,4,9,14,26,31,44,39,20090404
330,3,4,16,17,19,20,23,20090328
329,9,17,19,30,35,42,4,20090321
328,1,6,9,16,17,28,24,20090314
327,6,12,13,17,32,44,24,20090307
326,16,23,25,33,36,39,40,20090228
325,7,17,20,32,44,45,33,20090221
324,2,4,21,25,33,36,17,20090214
323,10,14,15,32,36,42,3,20090207
322,9,18,29,32,38,43,20,20090131
321,12,18,20,21,25,34,42,20090124
320,16,19,23,25,41,45,3,20090117
319,5,8,22,28,33,42,37,20090110
318,2,17,19,20,34,45,21,20090103
317,3,10,11,22,36,39,8,20081227
316,10,11,21,27,31,39,43,20081220
315,1,13,33,35,43,45,23,20081213
314,15,17,19,34,38,41,2,20081206
313,9,17,34,35,43,45,2,20081129
312,2,3,5,6,12,20,25,20081122
311,4,12,24,27,28,32,10,20081115
310,1,5,19,28,34,41,16,20081108
309,1,2,5,11,18,36,22,20081101
308,14,15,17,19,37,45,40,20081025
307,5,15,21,23,25,45,12,20081018
306,4,18,23,30,34,41,19,20081011
305,7,8,18,21,23,39,9,20081004
304,4,10,16,26,33,41,38,20080927
303,2,14,17,30,38,45,43,20080920
302,13,19,20,32,38,42,4,20080913
301,7,11,13,33,37,43,26,20080906
300,7,9,10,12,26,38,39,20080830
299,1,3,20,25,36,45,24,20080823
298,5,9,27,29,37,40,19,20080816
297,6,11,19,20,28,32,34,20080809
296,3,8,15,27,30,45,44,20080802
295,1,4,12,16,18,38,8,20080726
294,6,10,17,30,37,38,40,20080719
293,1,9,17,21,29,33,24,20080712
292,17,18,31,32,33,34,10,20080705
291,3,7,8,18,20,42,45,20080628
290,8,13,18,32,39,45,7,20080621
289,3,14,33,37,38,42,10,20080614
288,1,12,17,28,35,41,10,20080607
287,6,12,24,27,35,37,41,20080531
286,1,15,19,40,42,44,17,20080524
285,13,33,37,40,41,45,2,20080517
284,2,7,15,24,30,45,28,20080510
283,6,8,18,31,38,45,42,20080503
282,2,5,10,18,31,32,30,20080426
281,1,3,4,6,14,41,12,20080419
280,10,11,23,24,36,37,35,20080412
279,7,16,31,36,37,38,11,20080405
278,3,11,37,39,41,43,13,20080329
277,10,12,13,15,25,29,20,20080322
276,4,15,21,33,39,41,25,20080315
275,14,19,20,35,38,40,26,20080308
274,13,14,15,26,35,39,25,20080301
273,1,8,24,31,34,44,6,20080223
272,7,9,12,27,39,43,28,20080216
271,3,8,9,27,29,40,36,20080209
270,5,9,12,20,21,26,27,20080202
269,5,18,20,36,42,43,32,20080126
268,3,10,19,24,32,45,12,20080119
267,7,8,24,34,36,41,1,20080112
266,3,4,9,11,22,42,37,20080105
265,5,9,34,37,38,39,12,20071229
264,9,16,27,36,41,44,5,20071222
263,1,27,28,32,37,40,18,20071215
262,9,12,24,25,29,31,36,20071208
261,6,11,16,18,31,43,2,20071201
260,7,12,15,24,37,40,43,20071124
259,4,5,14,35,42,45,34,20071117
258,14,27,30,31,38,40,17,20071110
257,6,13,27,31,32,37,4,20071103
256,4,11,14,21,23,43,32,20071027
255,1,5,6,24,27,42,32,20071020
254,1,5,19,20,24,30,27,20071013
253,8,19,25,31,34,36,33,20071006
252,14,23,26,31,39,45,28,20070929
251,6,7,19,25,28,38,45,20070922
250,19,23,30,37,43,45,38,20070915
249,3,8,27,31,41,44,11,20070908
248,3,8,17,23,38,45,13,20070901
247,12,15,28,36,39,40,13,20070825
246,13,18,21,23,26,39,15,20070818
245,9,11,27,31,32,38,22,20070811
244,13,16,25,36,37,38,19,20070804
243,2,12,17,19,28,42,34,20070728
242,4,19,20,21,32,34,43,20070721
241,2,16,24,27,28,35,21,20070714
240,6,10,16,40,41,43,21,20070707
239,11,15,24,39,41,44,7,20070630
238,2,4,15,28,31,34,35,20070623
237,1,11,17,21,24,44,33,20070616
236,1,4,8,13,37,39,7,20070609
235,21,22,26,27,31,37,8,20070602
234,13,21,22,24,26,37,4,20070526
233,4,6,13,17,28,40,39,20070519
232,8,9,10,12,24,44,35,20070512
231,5,10,19,31,44,45,27,20070505
230,5,11,14,29,32,33,12,20070428
229,4,5,9,11,23,38,35,20070421
228,17,25,35,36,39,44,23,20070414
227,4,5,15,16,22,42,2,20070407
226,2,6,8,14,21,22,34,20070331
225,5,11,13,19,31,36,7,20070324
224,4,19,26,27,30,42,7,20070317
223,1,3,18,20,26,27,38,20070310
222,5,7,28,29,39,43,44,20070303
221,2,20,33,35,37,40,10,20070224
220,5,11,19,21,34,43,31,20070217
219,4,11,20,26,35,37,16,20070210
218,1,8,14,18,29,44,20,20070203
217,16,20,27,33,35,39,38,20070127
216,7,16,17,33,36,40,1,20070120
215,2,3,7,15,43,44,4,20070113
214,5,7,20,25,28,37,32,20070106
213,2,3,4,5,20,24,42,20061230
212,11,12,18,21,31,38,8,20061223
211,12,13,17,20,33,41,8,20061216
210,10,19,22,23,25,37,39,20061209
209,2,7,18,20,24,33,37,20061202
208,14,25,31,34,40,44,24,20061125
207,3,11,14,31,32,37,38,20061118
206,1,2,3,15,20,25,43,20061111
205,1,3,21,29,35,37,30,20061104
204,3,12,14,35,40,45,5,20061028
203,1,3,11,24,30,32,7,20061021
202,12,14,27,33,39,44,17,20061014
201,3,11,24,38,39,44,26,20061007
200,5,6,13,14,17,20,7,20060930
199,14,21,22,25,30,36,43,20060923
198,12,19,20,25,41,45,2,20060916
197,7,12,16,34,42,45,4,20060909
196,35,36,37,41,44,45,30,20060902
195,7,10,19,22,35,40,31,20060826
194,15,20,23,26,39,44,28,20060819
193,6,14,18,26,36,39,13,20060812
192,4,8,11,18,37,45,33,20060805
191,5,6,24,25,32,37,8,20060729
190,8,14,18,30,31,44,15,20060722
189,8,14,32,35,37,45,28,20060715
188,19,24,27,30,31,34,36,20060708
187,1,2,8,18,29,38,42,20060701
186,4,10,14,19,21,45,9,20060624
185,1,2,4,8,19,38,14,20060617
184,1,2,6,16,20,33,41,20060610
183,2,18,24,34,40,42,5,20060603
182,13,15,27,29,34,40,35,20060527
181,14,21,23,32,40,45,44,20060520
180,2,15,20,21,29,34,22,20060513
179,5,9,17,25,39,43,32,20060506
178,1,5,11,12,18,23,9,20060429
177,1,10,13,16,37,43,6,20060422
176,4,17,30,32,33,34,15,20060415
175,19,26,28,31,33,36,17,20060408
174,13,14,18,22,35,39,16,20060401
173,3,9,24,30,33,34,18,20060325
172,4,19,21,24,26,41,35,20060318
171,4,16,25,29,34,35,1,20060311
170,2,11,13,15,31,42,10,20060304
169,16,27,35,37,43,45,19,20060225
168,3,10,31,40,42,43,30,20060218
167,24,27,28,30,36,39,4,20060211
166,9,12,27,36,39,45,14,20060204
165,5,13,18,19,22,42,31,20060128
164,6,9,10,11,39,41,27,20060121
163,7,11,26,28,29,44,16,20060114
162,1,5,21,25,38,41,24,20060107
161,22,34,36,40,42,45,44,20051231
160,3,7,8,34,39,41,1,20051224
159,1,18,30,41,42,43,32,20051217
158,4,9,13,18,21,34,7,20051210
157,19,26,30,33,35,39,37,20051203
156,5,18,28,30,42,45,2,20051126
155,16,19,20,32,33,41,4,20051119
154,6,19,21,35,40,45,20,20051112
153,3,8,11,12,13,36,33,20051105
152,1,5,13,26,29,34,43,20051029
151,1,2,10,13,18,19,15,20051022
150,2,18,25,28,37,39,16,20051015
149,2,11,21,34,41,42,27,20051008
148,21,25,33,34,35,36,17,20051001
147,4,6,13,21,40,42,36,20050924
146,2,19,27,35,41,42,25,20050917
145,2,3,13,20,27,44,9,20050910
144,4,15,17,26,36,37,43,20050903
143,26,27,28,42,43,45,8,20050827
142,12,16,30,34,40,44,19,20050820
141,8,12,29,31,42,43,2,20050813
140,3,13,17,18,19,28,8,20050806
139,9,11,15,20,28,43,13,20050730
138,10,11,27,28,37,39,19,20050723
137,7,9,20,25,36,39,15,20050716
136,2,16,30,36,41,42,11,20050709
135,6,14,22,28,35,39,16,20050702
134,3,12,20,23,31,35,43,20050625
133,4,7,15,18,23,26,13,20050618
132,3,17,23,34,41,45,43,20050611
131,8,10,11,14,15,21,37,20050604
130,7,19,24,27,42,45,31,20050528
129,19,23,25,28,38,42,17,20050521
128,12,30,34,36,37,45,39,20050514
127,3,5,10,29,32,43,35,20050507
126,7,20,22,27,40,43,1,20050430
125,2,8,32,33,35,36,18,20050423
124,4,16,23,25,29,42,1,20050416
123,7,17,18,28,30,45,27,20050409
122,1,11,16,17,36,40,8,20050402
121,12,28,30,34,38,43,9,20050326
120,4,6,10,11,32,37,30,20050319
119,3,11,13,14,17,21,38,20050312
118,3,4,10,17,19,22,38,20050305
117,5,10,22,34,36,44,35,20050226
116,2,4,25,31,34,37,17,20050219
115,1,2,6,9,25,28,31,20050212
114,11,14,19,26,28,41,2,20050205
113,4,9,28,33,36,45,26,20050129
112,26,29,30,33,41,42,43,20050122
111,7,18,31,33,36,40,27,20050115
110,7,20,22,23,29,43,1,20050108
109,1,5,34,36,42,44,33,20050101
108,7,18,22,23,29,44,12,20041225
107,1,4,5,6,9,31,17,20041218
106,4,10,12,22,24,33,29,20041211
105,8,10,20,34,41,45,28,20041204
104,17,32,33,34,42,44,35,20041127
103,5,14,15,27,30,45,10,20041120
102,17,22,24,26,35,40,42,20041113
101,1,3,17,32,35,45,8,20041106
100,1,7,11,23,37,42,6,20041030
99,1,3,10,27,29,37,11,20041023
98,6,9,16,23,24,32,43,20041016
97,6,7,14,15,20,36,3,20041009
96,1,3,8,21,22,31,20,20041002
95,8,17,27,31,34,43,14,20040925
94,5,32,34,40,41,45,6,20040918
93,6,22,24,36,38,44,19,20040911
92,3,14,24,33,35,36,17,20040904
91,1,21,24,26,29,42,27,20040828
90,17,20,29,35,38,44,10,20040821
89,4,26,28,29,33,40,37,20040814
88,1,17,20,24,30,41,27,20040807
87,4,12,16,23,34,43,26,20040731
86,2,12,37,39,41,45,33,20040724
85,6,8,13,23,31,36,21,20040717
84,16,23,27,34,42,45,11,20040710
83,6,10,15,17,19,34,14,20040703
82,1,2,3,14,27,42,39,20040626
81,5,7,11,13,20,33,6,20040619
80,17,18,24,25,26,30,1,20040612
79,3,12,24,27,30,32,14,20040605
78,10,13,25,29,33,35,38,20040529
77,2,18,29,32,43,44,37,20040522
76,1,3,15,22,25,37,43,20040515
75,2,5,24,32,34,44,28,20040508
74,6,15,17,18,35,40,23,20040501
73,3,12,18,32,40,43,38,20040424
72,2,4,11,17,26,27,1,20040417
71,5,9,12,16,29,41,21,20040410
70,5,19,22,25,28,43,26,20040403
69,5,8,14,15,19,39,35,20040327
68,10,12,15,16,26,39,38,20040320
67,3,7,10,15,36,38,33,20040313
66,2,3,7,17,22,24,45,20040306
65,4,25,33,36,40,43,39,20040228
64,14,15,18,21,26,36,39,20040221
63,3,20,23,36,38,40,5,20040214
62,3,8,15,27,29,35,21,20040207
61,14,15,19,30,38,43,8,20040131
60,2,8,25,36,39,42,11,20040124
59,6,29,36,39,41,45,13,20040117
58,10,24,25,33,40,44,1,20040110
57,7,10,16,25,29,44,6,20040103
56,10,14,30,31,33,37,19,20031227
55,17,21,31,37,40,44,7,20031220
54,1,8,21,27,36,39,37,20031213
53,7,8,14,32,33,39,42,20031206
52,2,4,15,16,20,29,1,20031129
51,2,3,11,16,26,44,35,20031122
50,2,10,12,15,22,44,1,20031115
49,4,7,16,19,33,40,30,20031108
48,6,10,18,26,37,38,3,20031101
47,14,17,26,31,36,45,27,20031025
46,8,13,15,23,31,38,39,20031018
45,1,10,20,27,33,35,17,20031011
44,3,11,21,30,38,45,39,20031004
43,6,31,35,38,39,44,1,20030927
42,17,18,19,21,23,32,1,20030920
41,13,20,23,35,38,43,34,20030913
40,7,13,18,19,25,26,6,20030906
39,6,7,13,15,21,43,8,20030830
38,16,17,22,30,37,43,36,20030823
37,7,27,30,33,35,37,42,20030816
36,1,10,23,26,28,40,31,20030809
35,2,3,11,26,37,43,39,20030802
34,9,26,35,37,40,42,2,20030726
33,4,7,32,33,40,41,9,20030719
32,6,14,19,25,34,44,11,20030712
31,7,9,18,23,28,35,32,20030705
30,8,17,20,35,36,44,4,20030628
29,1,5,13,34,39,40,11,20030621
28,9,18,23,25,35,37,1,20030614
27,1,20,26,28,37,43,27,20030607
26,4,5,7,18,20,25,31,20030531
25,2,4,21,26,43,44,16,20030524
24,7,8,27,29,36,43,6,20030517
23,5,13,17,18,33,42,44,20030510
22,4,5,6,8,17,39,25,20030503
21,6,12,17,18,31,32,21,20030426
20,10,14,18,20,23,30,41,20030419
19,6,30,38,39,40,43,26,20030412
18,3,12,13,19,32,35,29,20030405
17,3,4,9,17,32,37,1,20030329
16,6,7,24,37,38,40,33,20030322
15,3,4,16,30,31,37,13,20030315
14,2,6,12,31,33,40,15,20030308
13,22,23,25,37,38,42,26,20030301
12,2,11,21,25,39,45,44,20030222
11,1,7,36,37,41,42,14,20030215
10,9,25,30,33,41,44,6,20030208
9,2,4,16,17,36,39,14,20030201
8,8,19,25,34,37,39,9,20030125
7,2,9,16,25,26,40,42,20030118
6,14,15,26,27,40,42,34,20030111
5,16,24,29,40,41,42,3,20030104
4,14,27,30,31,40,42,2,20021228
3,11,16,19,21,27,31,30,20021221
2,9,13,21,25,32,42,2,20021214
1,10,23,29,33,37,40,16,20021207
